1	PROSPECT PARK WEST	11215	LIBERTY ELEVATOR CORPORATION
1	WALL STREET	10004	MACKLOWE PROPERTIES
1	MADISON AVENUE	10010	PR
1	LINCOLN PLAZA	10023	ONE LINCOLN PLAZA CONDOMINIUM-OGDEN
1	BROADWAY	10004	NOUVEAU ELEVATOR
1	VANDERBILT AVENUE	10017	FOREMOST CONTRACTING & BUILDING, LL
1	WEST 86 STREET	10024	CENTENNIAL ELEVATOR INDUSTRIES, INC
1	STATE STREET PLAZA	10004	ACTA REALTY CORP.
1	PENN PLAZA	10119	VORNADO REALTY TRUST
1	EAGLE STREET	11222	BROOKFIELD PROPERTIES
1	BROADWAY	10004	NOUVEAU ELEVATOR
1	SUTTON PLACE	10022	TJB CONSULTING INTERNATIONAL LLC
1	WALL STREET	10004	MACKLOWE PROPERTIES
1	PROSPECT PARK WEST	11215	LIBERTY ELEVATOR CORPORATION
1	PROSPECT PARK WEST	11215	LIBERTY ELEVATOR CORPORATION
1	WALL STREET	10004	MACKLOWE PROPERTIES
1	PIER 57	10011	RXR REALTY
1	BROADWAY	10004	NOUVEAU ELEVATOR
1-15	57 AVENUE	11101	S&E BRIDGE & SCAFFOLD LLC
1-15	57 AVENUE	11101	OTIS ELEVATOR CO
1-15	57 AVENUE	11101	S&E BRIDGE & SCAFFOLD LLC
1-15	57 AVENUE	11101	OTIS ELEVATOR CO
1-15	57 AVENUE	11101	OTIS ELEVATOR CO
1-15	57 AVENUE	11101	OTIS ELEVATOR CO
1-15	57 AVENUE	11101	OTIS ELEVATOR CO
1-15	57 AVENUE	11101	OTIS ELEVATOR CO
1-22	POWELLS COVE DRIVE	11357	MARUTI RAVAMI LLC
1-35	57 AVENUE	11101	NYC SCHOOL CONSTRUCTION AUTHORITY
1-35	57 AVENUE	11101	NYC SCHOOL CONSTRUCTION AUTHORITY
1-35	57 AVENUE	11101	NYC SCHOOL CONSTRUCTION AUTHORITY
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	GRACIE SQUARE	10028	PR
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	SCHROEDERS WALK	11239	CHATEAU GC LLC
10	LINCOLN CENTER PLAZA	10023	LINCOLN CENTER FOR THE PERFORMING A
10	SCHROEDERS WALK	11239	CHATEAU GC LLC
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	SOUTH STREET	10004	NEW YORK CITY ECONOMIC DEVELOPMENT
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	GRACIE SQUARE	10028	PR
10	MONROE PLACE	11201	10 MONROE OWNERS CORP.
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	GRACIE SQUARE	10028	PR
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	LENOX AVENUE	10026	L1C CORP
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	LENOX AVENUE	10026	L1C CORP.
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	BANK STREET	10014	GOTHAM ELEVATOR INSPECTION INC
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	LINCOLN CENTER PLAZA	10023	LINCOLN CENTER FOR THE PERFORMING A
10	EAST 60 STREET	10022	AVISON YOUNG AAF OMABUILD CORP.
10	WEST 46 STREET	10036	The Hakimian Organization
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	EAST 60 STREET	10022	AVISON YOUNG AAF OMABUILD CORP.
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	SL GREEN REALTY CORP.
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	EAST 70 STREET	10021	PR
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	CENTRE STREET	10464	TLE ASSOCIATES, INC
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	MONTIETH STREET	11206	SCMANAGEMENT04@GMAIL.COM
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	BROADWAY	10004	NOUVEAU ELEVATOR
10	FT WASHINGTON AVENUE	10032	BROADWAY HOUSING COMMUNITIES
10	THIRD PLACE	11231	PR
10	WEST 76 STREET	10023	10 W 76 LLC
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	EAST 81 STREET	10028	PR
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	BROADWAY	10004	NOUVEAU ELEVATOR
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	GRACIE SQUARE	10028	PR
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	SCHROEDERS WALK	11239	CHATEAU GC LLC
10	GRACIE SQUARE	10028	PR
10	WEST 76 STREET	10023	10 W 76 LLC
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	COOPER STREET	10034	EDEL FAMILY MANAGEMENT CORP
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	QUINCY STREET	11238	18 SPENCER LLC
10	GRAND AVENUE	11205	LIBERTY ELEVATOR CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10	VANDERBILT AVENUE	10017	TISHMAN CONSTRUCTION CORPORATION
10-18	BEACH 20 STREET	11691	SKYLINE SCAFFOLDING GROUP
10-18	BEACH   20 STREET	11691	SKYLINE SCAFFOLDING GROUP
10-27	JACKSON AVENUE	11101	PR
10-29	44 ROAD	11101	VEE HOSPITALITY INC.
10-37	46 ROAD	11101	EMPIRE CITY IRON WORKS
10-45	NAMEOKE STREET	11691	NYC SCHOOL CONSTRUCTION AUTHORITY
10-46	46 ROAD	11101	PR
10-64	JACKSON AVENUE	11101	BK DEVELOPERS
100	EAST 96 STREET	10128	PR
100	EAST END AVENUE	10028	THE CHAPIN SCHOOL
100	CHURCH STREET	10007	SL GREEN REALTY CORP
100	ASCH LOOP NORTH	10475	RIVERBAY CORPORATION
100	EAST END AVENUE	10028	THE CHAPIN SCHOOL
100	BELLAMY LOOP SOUTH	10475	RIVERBAY CORPORATION
100	MAIDEN LANE	10038	JUST SALAD RESTAURANTS
100	CHURCH STREET	10007	SL GREEN REALTY
100	ALDRICH STREET	10475	RIVERBAY CORPORATION
100	PARK AVENUE	10017	SL GREEN REALTY CORP
100	BELMONT PLACE	10301	PR
100	BRIDGE STREET	11201	PR
100	EAST GUNHILL ROAD	10467	MONTEFIORE MEDICAL CENTER - MOSES
100	JANE STREET	10014	ROCKROSE DEVELOPMENT CORP.
100	ALCOTT PLACE	10475	RIVERBAY CORPORATION
100	WEST 15 STREET	10011	PR
100	EAST 96 STREET	10128	PR
100	CHURCH STREET	10007	SL GREEN REALTY
100	CLAREMONT AVENUE	10027	LENDLEASE
100	WEST 23 STREET	10011	GEORGE BUTSIKARIS REALTY, INC
100	CO-OP CITY BOULEVARD	10475	RIVERBAY CORPORATION
100	MARINE AVENUE	11209	PROTI REALTY LLC
100	CLAREMONT AVENUE	10027	LENDLEASE
100	VARICK STREET	10013	BIZZI & PARTNERS DEVELOPMENT
100	WEST 65 STREET	10023	LINCOLN CENTER FOR THE PERFORMING A
100	EAST END AVENUE	10028	THE CHAPIN SCHOOL
100	EAST 53 STREET	10022	610 LEXINGTON PROPERTY LLC
100	EAST END AVENUE	10028	THE CHAPIN SCHOOL
100	WEST 65 STREET	10023	LINCOLN CENTER FOR THE PERFORMING A
100	ELGAR PLACE	10475	RIVERBAY CORPORATION
100	DARROW PLACE	10475	RIVERBAY CORPORATION
100	WEST 65 STREET	10023	LINCOLN CENTER FOR THE PERFORMING A
100	CARVER LOOP	10475	RIVERBAY CORPORATION
100	WEST 65 STREET	10023	LINCOLN CENTER FOR THE PERFORMING A
100	DARROW PLACE	10475	RIVERBAY CORPORATION
100	CO-OP CITY BOULEVARD	10475	RIVERBAY CORPORATION
100	EAST END AVENUE	10028	THE CHAPIN SCHOOL
100	WEST 97 STREET	10025	WILLIAM F. RYAN COMMUNITY HEALTH CE
100	WEST 65 STREET	10023	LINCOLN CENTER FOR THE PERFORMING A
100	WEST 42 STREET	10036	PR
100	DARROW PLACE	10475	RIVERBAY CORPORATION
100	VANDAM STREET	10013	4305735833
100	ERSKINE PLACE	10475	RIVERBAY CORPORATION
100	EAST GUNHILL ROAD	10467	MONTEFIORE MEDICAL CENTER - MOSES
100	EAST GUNHILL ROAD	10467	MONTEFIORE MEDICAL CENTER - MOSES
100	CARVER LOOP	10475	RIVERBAY CORPORATION
100	DEBS PLACE	10475	RIVERBAY CORPORATION
100	CHURCH STREET	10007	GOTHAM ELEVATOR INSPECTION INC
100	VANDAM STREET	10013	4305735833
100	VANDAM STREET	10013	SCMANAGEMENT04@GMAIL.COM
100	CASALS PLACE	10475	RIVERBAY CORPORATION
100	WEST 65 STREET	10023	DAVID H.KOCH THEATER
100	OCEAN PARKWAY	11218	PR
100	FIFTH AVENUE	10011	PR
100	CLAREMONT AVENUE	10027	LENDLEASE
100	VARICK STREET	10013	BIZZI & PARTNERS DEVELOPMENT
100	VARICK STREET	10013	BIZZI & PARTNERS DEVELOPMENT
100	CASALS PLACE	10475	RIVERBAY CORPORATION
100	WEST 93 STREET	10025	LIBERTY ELEVATOR CORPORATION
100	SUTTON STREET	11222	S&H EQUITIES (NY) INC.
100	EAST GUNHILL ROAD	10467	MONTEFIORE MEDICAL CENTER - MOSES
100	EAST GUNHILL ROAD	10467	MONTEFIORE MEDICAL CENTER - MOSES
100	DONIZETTI PLACE	10475	RIVERBAY CORPORATION
100	WASHINGTON SQUARE EAST	10003	NYU
100	DONIZETTI PLACE	10475	RIVERBAY CORPORATION
100	BRIDGE STREET	11201	PR
100	OCEAN PARKWAY	11218	PR
100	ALDRICH STREET	10475	RIVERBAY CORPORATION
100	CARVER LOOP	10475	RIVERBAY CORPORATION
100	DEBS PLACE	10475	RIVERBAY CORPORATION
100	VARICK STREET	10013	BIZZI & PARTNERS DEVELOPMENT
100	ALDRICH STREET	10475	RIVERBAY CORPORATION
100	WEST 65 STREET	10023	DAVID H.KOCH THEATER
100	WEST 65 STREET	10023	LINCOLN CENTER FOR THE PERFORMING A
100	CARVER LOOP	10475	RIVERBAY CORPORATION
100	EAST END AVENUE	10028	THE CHAPIN SCHOOL
100	DEBS PLACE	10475	RIVERBAY CORPORATION
100	6 AVENUE	10013	PR
100	WEST 146 STREET	10039	PR
100	VARICK STREET	10013	BIZZI & PARTNERS DEVELOPMENT
100	MARINE AVENUE	11209	PROTI REALTY LLC
100	ASCH LOOP NORTH	10475	RIVERBAY CORPORATION
100	BELLAMY LOOP SOUTH	10475	RIVERBAY CORPORATION
100	ASCH LOOP NORTH	10475	RIVERBAY CORPORATION
100	VANDAM STREET	10013	4305735833
100	EAST END AVENUE	10028	THE CHAPIN SCHOOL
100	VANDAM STREET	10013	SCMANAGEMENT04@GMAIL.COM
100	ALDRICH STREET	10475	RIVERBAY CORPORATION
100	OCEAN PARKWAY	11218	PR
100	SUTTON STREET	11222	S&H EQUITIES (NY) INC.
100	CHURCH STREET	10007	SL GREEN REALTY
100	ELGAR PLACE	10475	RIVERBAY CORPORATION
100	DREISER LOOP	10475	RIVERBAY CORPORATION
100	EAST 77 STREET	10075	NOUVEAU ELEVATOR
100	ERSKINE PLACE	10475	RIVERBAY CORPORATION
100	LENOX ROAD	11226	BESYATA INVESTMENT GROUP
100	ALCOTT PLACE	10475	RIVERBAY CORPORATION
100	CARVER LOOP	10475	RIVERBAY CORPORATION
100	PARK AVENUE	10017	SL GREEN REALTY CORP
100	BELLAMY LOOP SOUTH	10475	RIVERBAY CORPORATION
100	BENCHLEY PLACE	10475	RIVERBAY CORPORATION
100	WEST 65 STREET	10023	LINCOLN CENTER FOR THE PERFORMING A
100	WEST 65 STREET	10023	LINCOLN CENTER FOR THE PERFORMING A
100	WEST 65 STREET	10023	LINCOLN CENTER FOR THE PERFORMING A
100	FRANKLIN STREET	10013	DDG 100 Franklin LLC
100	FRANKLIN STREET	10013	DDG 100 Franklin LLC
100	FRANKLIN STREET	10013	DDG 100 Franklin LLC
100	CLAREMONT AVENUE	10027	LENDLEASE
100	DARROW PLACE	10475	RIVERBAY CORPORATION
100	BENCHLEY PLACE	10475	RIVERBAY CORPORATION
100-02	ROCKAWAY BOULEVARD	11417	2690 JAMAICA LLC
100-02	ROCKAWAY BOULEVARD	11417	2690 JAMAICA LLC
100-05	QUEENS BOULEVARD	11375	ACHS MANAGMENT
100-05	QUEENS BOULEVARD	11375	ACHS MANAGMENT
100-12	NORTHERN BOULEVARD	11368	1 MOGHUL PROPERTIES LLC
100-17	23 AVENUE	11369	SKATZ REALTY CORP
100-25	QUEENS BOULEVARD	11375	PR
100-26	67 ROAD	11375	QUEENS QUALITY MANAGEMENT
1000	5 AVENUE	10028	SAFWAY ATLANTIC LLC
1000	FOX STREET	10459	L. RISO & SONS, CO., INC.
1000	CHURCH AVENUE	11218	EMBLEMHEALTH
1000	FIFTH AVENUE	10028	LIBERTY ELEVATOR CORPORATION
1000	PENNSYLVANIA AVENUE	11207	MAVERICK MANAGEMENT CORP.
1000	10 AVENUE	10019	PR
1000	PRESIDENT STREET	11225	SCMANAGEMENT04@GMAIL.COM
1000	CLOVE ROAD	10301	PR
1000	WOODYCREST AVENUE	10452	PR
1000	5 AVENUE	10028	SAFWAY ATLANTIC LLC
1000	BX AND PELHAM PARKWAY	10461	NOUVEAU ELEVATOR
1000	BROADWAY	11221	APT DEVELOPERS
1000	FOX STREET	10459	L. RISO & SONS, CO., INC.
1000	FIFTH AVENUE	10028	LIBERTY ELEVATOR CORPORATION
1000	UNION STREET	11225	THE SLCE GROUP
1000	CHURCH AVENUE	11218	EMBLEMHEALTH
1000	BX AND PELHAM PARKWAY	10461	NOUVEAU ELEVATOR
1000 t	RICHMOND TERRACE	10310	LIBERTY ELEVATOR CORPORATION
1000 t	RICHMOND TERRACE	10310	LIBERTY ELEVATOR CORPORATION
1001	QUENTIN ROAD	11223	BROOKLYN SECTION, NATIONAL COUNCIL
1002	NEWKIRK AVENUE	11230	DOE/DSF VERTICAL TRANSPORTATION SYS
1002	FOSTER AVENUE	11230	SELECTIVE REALTY MANAGEMENT
10031	4 AVENUE	11209	KATZ REALTY GROUP
10031	4 AVENUE	11209	KATZ REALTY GROUP
1005	BEDFORD AVENUE	11205	TTN
1005	1 AVENUE	10022	ARCHDIOCSE OF NY
1007	FLATBUSH AVENUE	11226	ACHS MANAGMENT
1007	UNION AVENUE	10459	EXACT CM
1007	UNION AVENUE	10459	EXACT CM
1009	EASTERN PARKWAY	11213	GUARDSMAN ELEVATOR CO., INC.
101	MORNINGSIDE AVENUE	10027	AZIMUTH DEVELOPMENT GROUP LLC
101	EAST 76 STREET	10021	NOUVEAU ELEVATOR
101	PARK AVENUE	10178	101 PARK AVENUE ASSOCIATES
101	TOMPKINS AVENUE	10304	ST. JOSEPH'S HOSPITAL
101	EAST 22 STREET	10010	SHS UPPER CITY NY III LLC
101	CENTRAL PARK WEST	10023	CENTENNIAL ELEVATOR INDUSTRIES, INC
101	WEST 57 STREET	10019	SAFWAY ATLANTIC LLC
101	CENTRAL PARK WEST	10023	CENTENNIAL ELEVATOR INDUSTRIES, INC
101	COLUMBIA HEIGHTS	11201	CLIPPER EQUITY
101	PARK AVENUE	10178	Americn Kennel Club
101	WINHAM AVENUE	10306	VOLMAR CONSTRUCTION
101	COLUMBIA HEIGHTS	11201	CLIPPER EQUITY
101	COLUMBIA HEIGHTS	11201	CLIPPER EQUITY
101	LINCOLN AVENUE	10454	S&E BRIDGE & SCAFFOLD LLC
101	WEST 44 STREET	10036	DURST ORGANIZATION
101	LINCOLN AVENUE	10454	BROOKFIELD PROPERTIES
101	COLUMBIA HEIGHTS	11201	CLIPPER EQUITY
101	WILLOUGHBY STREET	11201	AKAM ASSOCIATES INC.
101	LINCOLN AVENUE	10454	S&E BRIDGE & SCAFFOLD LLC
101	MACOMBS PLACE	10039	MCM DEVELOPERS INC
101	FOOD CENTER DRIVE	10474	NYC ECONOMIC DEVELOPMENT CORP
101	WEST 147 STREET	10039	METRO MANAGEMENT DEVELOPMENT INC.
101	MORNINGSIDE AVENUE	10027	CONCOURSE VILLAGE WEST OWNER LLC
101	QUINTARD STREET	10305	SHS FRESH POND LLC
101	WOOSTER STREET	10012	CENTENNIAL ELEVATOR INDUSTRIES, INC
101	COLUMBIA HEIGHTS	11201	CLIPPER EQUITY
101	WEST END AVENUE	10069	101 WEST END REIT LLC
101	WEST 57 STREET	10019	SAFWAY ATLANTIC LLC
101	EAST 22 STREET	10010	SHS UPPER CITY NY III LLC
101	HICKS STREET	11201	CENTENNIAL ELEVATOR INDUSTRIES, INC
101	HICKS STREET	11201	CENTENNIAL ELEVATOR INDUSTRIES, INC
101	LINCOLN AVENUE	10454	S&E BRIDGE & SCAFFOLD LLC
101	EAST 22 STREET	10010	SHS UPPER CITY NY III LLC
101	WEST END AVENUE	10069	101 WEST END REIT LLC
101	EAST 76 STREET	10021	NOUVEAU ELEVATOR
101	DANIEL LOW TERRACE	10301	PR
101	LINCOLN AVENUE	10454	S&E BRIDGE & SCAFFOLD LLC
101	SOUTH 5 STREET	11249	PROCIDA DEVELOPMENT GROUP LLC
101	WOOSTER STREET	10012	CENTENNIAL ELEVATOR INDUSTRIES, INC
101	COLUMBIA HEIGHTS	11201	CLIPPER EQUITY
101	LAFAYETTE STREET	10013	KIT TZING LEE KUAN REALTY INC.
101	WEST 57 STREET	10019	HILTON GRAND VACATIONS
101	EAST 2 STREET	10009	RYBAK DEVELOPMENT AND CONSTRUCTION
101	CENTRAL PARK WEST	10023	PR
101	LAFAYETTE STREET	10013	KIT TZING LEE KUAN REALTY INC.
101	BRUCKNER BOULEVARD	10454	JCS REALTY
101	HICKS STREET	11201	CENTENNIAL ELEVATOR INDUSTRIES, INC
101	WEST END AVENUE	10069	101 WEST END REIT LLC
101	WEST 44 STREET	10036	DURST ORGANIZATION
101	WEST 57 STREET	10019	SAFWAY ATLANTIC LLC
101	LINCOLN AVENUE	10454	BROOKFIELD PROPERTIES
101	LINCOLN AVENUE	10454	BROOKFIELD PROPERTIES
101	LINCOLN AVENUE	10454	BROOKFIELD PROPERTIES
101	LINCOLN AVENUE	10454	S&E BRIDGE & SCAFFOLD LLC
101	EAST 101 STREET	10029	TOMPKINS WEST REAL ESTATE LLC
101	LINCOLN AVENUE	10454	S&E BRIDGE & SCAFFOLD LLC
