100	WEST KINGSBRIDGE ROAD	10468
100	WHEELER  AVENUE	10314
100	MALCOLM X BLVD	11221
100-01	91 AVENUE	11418
100-02	ATLANTIC AVENUE	11416
100-02	ROCKAWAY BOULEVARD	11417
100-02	ROCKAWAY BLVD	11417
100-05	41 AVENUE	11373
100-08	157 AVENUE	11414
100-09	41 AVENUE	11368
100-09	39 AVENUE	11368
100-11	158 AVENUE	11414
100-11	40 ROAD	11368
100-12	LIBERTY AVENUE	11417
100-12	222 STREET	11429
100-15	DITMARS BOULEVARD	11369
100-15	ROOSEVELT AVENUE	11368
100-15	34TH AVENUE	11368
100-16	39 AVENUE	11368
100-16	200 STREET	11423
100-16	NORTHERN BL	11368
100-16	201 STREET	11423
100-18	200 STREET	11423
100-20	METROPOLITAN AVE	11375
100-20	NORTHERN  BLVD	11368
100-22	222 STREET	11429
100-24	MARTENSE AVENUE	11368
100-24	197 STREET	11423
100-25	93 AVENUE	11418
100-25	ATLANTIC AVENUE	11418
100-26	MARTENSE AVENUE	11368
100-29	195 STREET	11423
100-31	200 STREET	11423
100-32	201 STREET	11423
100-32	201TH STREET	11423
100-33	DITMARS BLVD	11369
100-34	201TH STREET	11423
100-34	201TH STREET	11423
100-37	196 ST	11423
100-40	200 STREET	11423
1000	FOX STREET	10459
1000	PELHAM PKWY	10461
1000	GATES AVENUE	11221
1000	BLAKE AVENUE	11208
1000	BROADWAY	11221
1000	HALSEY ST	11207
1000	PENNSYLVANIA AVE.	11207
1000	6TH AVE	10018
1000	TINTON AVENUE	10456
10002	FARRAGUT ROAD	11236
10009	AVENUE N	11236
1000A	RICHMOND TERRACE	10310
1000F	RICHMOND TERRACE	10310
1000G	RICHMOND TERRACE	10310
1000J	RICHMOND TERRACE	10310
1000M	RICHMOND TERRACE	10310
1000Z	RICHMOND TERRACE	10310
1001	EAST   45 STREET	11203
1001	ROGERS AVENUE	11226
1001	WHITE PLAINS ROAD	10472
1001	EAST 178TH STREET	10460
1001	CASTLE HILL AVE	10472
1001	ROGERS AVENUE	11226
1001	NEWKIRK AVENUE	11230
1002	WILLOUGHBY AVENUE	11221
1002	65 STREET	11219
1002	BUSHWICK AVE	11221
1002	BUSHWICK AVENUE	11221
1002	ANNADALE ROAD	10312
1003	WILLOUGHBY AVENUE	11221
1003	WARD AVENUE	10472
1003	ROGERS AVENUE	11226
1003	CLARKSON AVENUE	11212
1003	GREENE AVENUE	11221
1003	EAST 7 STREET	11238
1004	ST NICHOLAS AVENUE	10032
1004	FULTON STREET	11238
1004	IONIA AVENUE	10309
1004	GATES AVENUE	11221
1005	BROADWAY	11221
1005	INTERVALE AVENUE	10459
1005	CRESCENT STREET	11208
1005	ROGERS AVENUE	11226
1005	CHANNEL ROAD	11693
1006	MADISON AVENUE	10075
1006	ANNADALE ROAD	10312
1007	BROOKLYN AVENUE	11203
1007	EDGEGROVE AVE	10309
1007	ATLANTIC AVE	11238
1008	DECATUR ST	11207
1008	DECATUR ST	11207
1008	FULTON STREET	11238
1008	CORTELYOU ROAD	11218
1009	HANCOCK STREET	11221
1009	AVENUE R	11223
1009	BROADWAY	11221
1009	WILLOUGHBY AVENUE	11221
100A	BELAIR ROAD	10305
100B	BELAIR ROAD	10305
101	EAST 123 STREET	10035
101	LAMA COURT	11223
101	CROSBY STREET	10012
101	WALWORTH STREET	11205
101	BOGART STREET	11206
101	BURKE AVENUE	10314
101	PARK AVENUE	10178
101	SPRING STREET	10012
101	EAST 123 STREET	10035
101	LIGHTHOUSE COURT	10472
101	COVE COURT	10472
101	HORIZON COURT	10472
101	DOLPHIN COURT	10472
101	PRESIDENT STREET	11231
101	HANCOCK STREET	11216
101	BERRY STREET	11249
101	CLINTON STREET	11201
101	BEDFORD AVE	11211
101	SPENCER ST	11205
101	4 STREET	11231
101	EAST 56 ST	11203
101	NORTH 8 STREET	11249
101	GATES AVENUE	11238
101	RUTLEDGE STREET	11249
101	PUTNAM AVENUE	11238
101	OCEANSIDE AVENUE	11697
101	BAYSIDE DRIVE	11697
101	BEACH 221 ST	11697
101	CITY BOULEVARD	10301
101	JOLINE AVE	10307
101	BURGUNDY LOOP	10304
101	KEEGANS LANE	10308
101	KEEGANS LANE	10308
101	NORTHFIELD AVENUE	10303
101	FLORENCE PLACE	10309
101	PETRUS AVENUE	10312
101	RARITAN AVENUE	10304
101	NUGENT STREET	10306
101	RARITAN AVENUE	10304
101	NORTH RAILROAD AVENUE	10304
101	OCEAN AVENUE	10305
101	TOMPKINS AVENUE	10304
101	WEST 57TH STREET	10019
101	MORGAN AVENUE	11237
101	SECOND PLACE	11231
101	SILVER LAKE ROAD	10301
101	BEACH  215 STREET	11697
101	VARICK AVENUE	11237
101	WEST 28TH STREET	10001
101	FLAGG PLACE	10304
101	SHAFTER AVENUE	10308
101	QUINTARD STREET	10305
101	BATTERY AVENUE	11209
101	SEAVIEW AVENUE	10304
101	MANEE AVENUE	10309
101	BEACHVIEW AVENUE	10306
101	MURRAY STREET	10007
101	BRUCKNER BOULEVARD	10454
101-01	JAMAICA AVENUE	11418
101-01	39 AVENUE	11368
101-02	116 STREET	11419
101-04	LIBERTY AVE	11417
101-05	160 AVENUE	11414
101-05	159 AVE	11414
101-05	159 AVE	11414
101-06	ASTORIA BOULEVARD	11369
101-07	ROOSEVELT AVENUE	11368
101-08	SPRINGFIELD BOULEVARD	11429
101-08	MARTENSE AVE	11368
101-09	NORTHERN BOULEVARD	11368
101-09	RADCLIFF AVE	11368
101-11	133 STREET	11419
101-11	158 AVE	11414
101-12	43 AVENUE	11368
101-12	109TH STREET	11419
101-12	126 STREET	11419
101-12	158TH AVENUE	11414
101-14	39 AVENUE	11368
101-14	LIBERTY  AVE.	11417
101-15	126 STREET	11419
101-16	133 STREET	11419
101-16	43 AVENUE	11368
101-16	39 AVENUE	11368
101-16	158TH AVENUE	11414
101-16	LEWIS AVENUE	11368
101-17	NICOLLS AVE	11368
101-17	37 AVENUE	11368
101-18	43 AVENUE	11368
101-18	NORTHERN BLVD	11368
101-18	LEWIS AVENUE	11368
101-19	JAMAICA AVENUE	11418
101-19	37 AVENUE	11368
101-19	NORTHERN BOULEVARD	11368
101-20	43 AVENUE	11368
101-20	46TH AVENUE	11368
101-21	JAMAICA AVENUE	11418
101-22	97 STREET	11416
101-22	46 AVENUE	11368
101-22	99TH STREET	11416
101-24	97 STREET	11416
101-24	99TH STREET	11416
101-25	217 PLACE	11429
101-25	106 STREET	11416
101-25	125 STREET	11419
101-25	103RD STREET	11416
101-29	113 STREET	11419
101-29	106 STREET	11416
101-34	126 STREET	11419
101-38	131 STREET	11419
101-39	110 STREET	11419
101-44	115 STREET	11419
101-44	111 STREET	11419
101-44	116 STREET	11419
101-44	126 STREET	11419
101-44	117 STREET	11419
101-46	116 STREET	11419
101-48	125 STREET	11419
101-49	WOODHAVEN BOULEVARD	11416
101-50	117TH STREET	11419
101-51	111 STREET	11419
101-53	123 STREET	11419
101-53	124 STREET	11419
101-55	97 STREET	11416
101-56	125 STREET	11419
101-68	133 STREET	11419
101-70	130 STREET	11419
1010	STAFFORD AVE	10309
1010	EAST 214 STREET	10469
1010	HUGUENOT AVENUE	10312
1010	HUGUENOT AVENUE	10312
1010	FOREST AVENUE	10310
1010	ROGERS AVENUE	11226
1010	PARK AVENUE	10028
1010	CROSSBAY BOULEVARD	11693
1011	WHITE PLAINS ROAD	10472
1011	EAST 3 STREET	11230
10110	FOSTER AVENUE	11236
1012	EAST  215 STREET	10469
1012	QUINCY AVENUE	10465
1012	EAST 214 STREET	10469
1012	DECATUR ST	11207
1012	BAYRIDGE AVENUE	11219
1012	STAFFORD AVE	10309
1012	KELLY STREET	10459
1012	AVENUE I	11230
1014	70TH STREET	11228
1014	EAST 223 STREET	10466
1014	VIRGINIA AVENUE	10472
1014	DECATUR ST	11207
1014	EAST   82 STREET	11236
1014	CARROLL ST.	11225
1015	EAST 27 STREET	11210
1015	WASHINGTON AVENUE	11225
1015	HEMLOCK STREET	11208
1015	BAYSIDE	11697
1015	EAST   23 STREET	11210
1015	SOUTHERN BLVD	10459
1015	CHURCH AVENUE	11218
1016	STAFFORD AVE	10309
1016	DECATUR ST	11207
1016	CARROLL ST.	11225
1016	WASHINGTON AVENUE	10456
1017	HOME STREET	10459
1017	45 STREET	11219
1017	45 STREET	11219
1017	SCHENECTADY AVENUE	11203
1017	EAST 2ND STREET	11230
1017	HEMLOCK STREET	11208
1018	DECATUR ST	11207
1018	STAFFORD AVE	10309
1019	EAST   27 STREET	11210
1019	SOUTHERN BLVD	10459
1019	47 STREET	11219
1019	8 AVENUE	11215
1019	PRESIDENT STREET	11225
101C	EAST 97 STREET	10029
102	BERKSHIRE LANE	10309
102	MAPLE PARKWAY	10303
102	DONLEY AVENUE	10305
102	WILLIAMS AVENUE	11207
102	GREENE STREET	10012
102	SOMERS STREET	11233
102	VERONICA PLACE	11226
102	DIVISION AVENUE	11211
102	CENTRAL AVENUE	11206
102	SHADYSIDE AVENUE	10309
102	MILLS AVE	10305
102	HURON STREET	11222
102	W 118TH ST	10026
102	WEST 128 STREET	10027
102	WEST 14TH STREET	10011
102	WEST 133 STREET	10030
102	COVE COURT	10472
102	DOLPHIN COURT	10472
102	LIGHTHOUSE COURT	10472
102	HORIZON LANE	10473
102	48 STREET	11232
102	UTICA AVENUE	11213
102	28 AVENUE	11214
102	PROSPECT PLACE	11217
102	SEELEY STREET	11218
102	GOLD STREET	11201
102	BAY 31ST	11214
102	DOUGLASS STREET	11231
102	SCHOLES STREET	11206
102	BROWNING AVENUE	10314
102	BUFFINGTON AVENUE	10312
102	SWEETGUM LANE	10314
102	ELSON STREET	10314
102	BURGUNDY LOOP	10304
102	CLERMONT PLACE	10314
102	WEST MARKET STREET	11697
102	GREENWICH ST	10006
102	SACKETT STREET	11231
102	PILLING ST	11207
102	BEACH 217 STREET	11697
102	WEST 131 STREET	10027
102	QUINCY STREET	11238
102	DALE AVENUE	10306
102	BEACH 220TH STREET	11697
102	GREENE STREET	10012
102	FINGERBOARD ROAD	10305
102	RARITAN AVENUE	10304
102	MADISON STREET	11216
102 GARAGE	DALE AVENUE	10306
102-01	164 ROAD	11414
102-02	LEWIS AVENUE	11368
102-02	43 AVE	11368
102-02	LIBERTY AVENUE	11417
102-03	DAVENPORT COURT	11414
102-03	JAMES COURT	11414
102-04	LEWIS AVENUE	11368
102-05	163 ROAD	11414
102-05	DAVENPORT COURT	11414
102-05	JAMES COURT	11414
102-06	LEWIS AVENUE	11368
102-08	LEWIS AVENUE	11368
102-09	217 STREET	11429
102-09	217 STREET	11429
102-10	LEWIS AVENUE	11368
102-10	84 STREET	11416
102-11	LEWIS AVENUE	11368
102-11	43 AVENUE	11368
102-11	163 ROAD	11414
102-12	RADCLIFF AVENUE	11368
102-12	45TH AVENUE	11368
102-13	93 AVENUE	11418
102-14	RADCLIFF AVENUE	11368
102-14	45TH AVENUE	11368
102-14	217TH LANE	11429
102-14	LARUE AVE	11368
102-16	101 AVENUE	11416
102-16	RUSSELL STREET	11414
102-16	ROOSEVELT AVENUE	11368
102-16	35TH AVE	11368
102-16	LIBERTY AVE	11417
102-16	101 AVENUE	11416
102-17	MARTENSE AVENUE	11368
102-18	LARUE AVENUE	11368
102-18	63 AVE	11375
102-18	CORONA AVE	11368
102-18	STRONG AVE	11368
102-19	29 AVENUE	11369
102-19	NORTHERN BLVD	11368
102-20	CHRISTIE AVENUE	11368
102-21	65 ROAD	11375
102-21	CORONA AVENUE	11368
102-21	ROOSEVELT AVENUE	11368
102-22	92 AVENUE	11418
102-23	65 ROAD	11375
102-23	HORACE HARDING EXPRESSWAY	11368
102-23	164TH ROAD	11414
102-26	ROOSEVELT AVENUE	11368
102-27	188 STREET	11423
102-28	164TH AVENUE	11414
102-28	FIRST STREET	11414
102-29	46 AVE	11368
102-29	165TH AVENUE	11414
102-30	43 AV.	11368
102-30	CORONA AVE	11368
102-32	LOCKWOOD COURT	11414
102-32	CORONA AVENUE	11368
102-35	62 DR	11375
102-35	63RD ROAD	11375
102-39	NICOLLS AVENUE	11368
102-40	62 DRIVE	11375
102-40	46 AVE.	11368
102-40	65 ROAD	11375
102-42	65 ROAD	11375
102-42	MONCREIF COURT	11414
102-42	46 AVENUE	11368
102-44	63 ROAD	11375
102-44	63 ROAD	11375
102-46	MONCREIF COURT	11414
102-46	46 AVENUE	11368
102-47	CORONA AVENUE	11368
102-47	65TH ROAD	11375
102-49	CORONA AVENUE	11368
102-49	43 AVE	11368
102-50	NICOLLS AVENUE	11368
102-50	46 AVE	11368
102-51	CORONA AVE	11368
102-55	63RD ROAD	11375
102-55	63 RD	11375
102-57	NICOLLS AVE	11368
102-58	43 AVENUE	11368
102-64	188 STREET	11423
1020	EAST 224 STREET	10466
1020	PARK PLACE	11213
1020	ARDEN AVENUE	10312
1021	65TH STREET	11219
1021	BEACH 21 STREET	11691
1021	38TH STREET	11219
1022	WOODYCREST AVENUE	10452
1023	EAST 225 STREET	10466
1024	CAULDWELL AVENUE	10456
1024	FAILE STREET	10459
1024	GATES AVE	11221
1024	CROSS BAY BLVD	11693
1024	NEW YORK AVENUE	11203
1025	EAST 225 STREET	10466
1025	EAST 22ND STREET	11210
1025	47TH ST	11219
1025	EAST 22 STREET	11210
1025	OLYMPIA BLVD	10306
1025	LORIMER STREET	11222
1025	BEACH 21 STREET	11691
1026	EAST 228 STREET	10466
1026	EAST  216 STREET	10469
1027	REV JAMES A POLITE AVENUE	10459
1027	WILCOX AVENUE	10465
1027	EAST 231 STREET	10466
1027	EAST 225 STREET	10466
1027	EAST 231 STREET	10466
1027	FLATBUSH AVENUE	11226
1027	PRESIDENT STREET	11225
1027	47 ROAD	11101
1027	CORTELYOU RD	11218
1028	GRAVESEND NECK RD	11223
1028	MADISON STREET	11221
1028	FRANKLIN AVE	11225
1028	OLYMPIA BOULEVARD	10306
1029	EAST 231 STREET	10466
1029	EAST 231 STREET	10466
1029	EAST 9	11230
103	ALTER AVE	10304
103	WEST 131 STREET	10027
103	WINTER AVENUE	10301
103	EAST 86TH STREET	10028
103	5TH AVENUE	10003
103	W 27 ST	10001
103	LIGHTHOUSE COURT	10472
103	HORIZON COURT	10472
103	COVE COURT	10472
103	DOLPHIN COURT	10472
103	ST MARKS PLACE	11217
103	DIVISION AVE	11249
103	BLEEKER STREET	11221
103	VARET STREET	11206
103	HAVEMEYER STREET	11211
103	BEACH  217 STREET	11697
103	LINDBERGH AVE	10306
103	LINDBERGH AVE	10306
103	NORTHFIELD AVENUE	10303
103	COALE AVENUE	10314
103	PORT RICHMOND AVENUE	10302
103	HOWARD AVENUE	10301
103	OCEAN AVENUE	10305
103	ORCHARD STREET	10002
103	WEST 136 STREET	10030
103	SANTA MONICA LANE	10309
103	NORTH BURGHER AVENUE	10310
103	REMSEN AVENUE	11212
103	OCEANSIDE AVENUE	11697
103	DOUGLASS STREET	11231
103	EAST 91 STREET	10128
103-01	LEFFERTS BLVD	11419
103-02	LEFFERTS BLVD	11419
103-03	37 AVE	11368
103-04	LIBERTY AVENUE	11417
103-11	39 AVENUE	11368
103-12	169 ST	11433
103-12	121 STREET	11419
103-14	32 AVENUE	11369
103-14	172 STREET	11433
103-14	171ST STREET	11433
103-15	120 STREET	11419
103-16	CORONA AVE	11368
103-17	NORTHERN BOULEVARD	11368
103-18	106 STREET	11417
103-20	96 STREET	11417
103-20	96 STREET	11417
103-21	124 STREET	11419
103-21	169 STREET	11433
103-21	96 STREET	11417
103-22	96 STREET	11417
103-22	96 STREET	11417
103-23	169 STREET	11433
103-23	114 STREET	11419
103-23	96 STREET	11417
103-25	169 STREET	11433
103-25	169 STREET	11433
103-25	91 STREET	11417
103-26	124 STREET	11419
103-26	68 ROAD	11375
103-27	118 STREET	11419
103-28	96 STREET	11417
103-28	105 ST	11417
103-29	118 STREET	11419
103-29	118 STREET	11419
103-30	105 STREET	11417
103-38	104 STREET	11417
103-39	98 STREET	11417
103-40	105 STREET	11417
103-41	171 STREET	11433
103-43	120TH STREET	11419
103-44	121 STREET	11419
103-52	52ND  AVE.	11368
103-53	102 STREET	11417
103-54	52AVE.	11368
103-59	52 AVENUE	11368
1030	REV JAMES POLITE AVE	10459
1030	NEILSON STREET	11691
1030	NEILSON STREET	11691
1030	CAULDWELL AVE	10456
1030	72ND STREET	11228
1030	EAST 226 ST	10466
10300	FOSTER AVENUE	11236
1031	MONTGOMERY STREET	11213
1031	EAST 7 STREET	11230
1031	EAST 231 STREET	10466
1031	EAST 8TH STREET	11230
1032	REV JAMES POLITE AVE	10459
1032	INTERVALE AVENUE	10459
1032	BAY   31 STREET	11691
1032	OLYMPIA BLVD	10306
1032	UTICA AVENUE	11203
1032	BEACH 20	11691
1032	BAYRIDGE PARKWAY	11228
1032	DEKALB AVENUE	11221
1032	MADISON STREET	11221
1032	EAST 226 ST	10466
1033	57 STREET	11219
1033	82ND STREET	11228
1033	EAST 31 STREET	11210
1034	EAST   99 STREET	11236
1034	EAST    9 STREET	11230
1034	85 ST	11228
1034	EAST 26 STREET	11210
1034	65 STREET	11219
1034	OLYMPIA BLVD	10306
1034	ANNADALE ROAD	10312
1034	ANNADALE ROAD	10312
1034	NEILL AVENUE	10461
1035	EAST 216 STREET	10469
1035	ANDERSON AVE	10452
1035	MCDONALD AVENUE	11230
1035	TIFFANY STREET	10459
1035	FULTON STREET	11238
1035	PARK AVENUE	10028
1036	CLARENCE AVENUE	10465
1036	EAST   24 STREET	11210
1036	EAST 10TH STREET	11230
1036	LOGAN AVENUE	10465
1036A	REV JAMES A POLITE AVENUE	10459
1036B	REV JAMES A POLITE AVENUE	10459
1037	VANDUZER STREET	10304
1037	41 STREET	11219
1038	LELAND AVENUE	10472
1038	FLATBUSH AVENUE	11226
1038	GREENE AVENUE	11221
1038	OLYMPIA BLVD.	10306
1038	ANNADALE ROAD	10312
1038	ROGERS PLACE	10459
1038	FLATBUSH AVENUE	11226
1038	59 STREET	11219
1038A	REV JAMES A POLITE AVENUE	10459
1038B	REV JAMES A POLITE AVENUE	10459
103GARAGE	ALTER AVE	10304
104	EAST   59 STREET	11203
104	MAPLE PARKWAY	10303
104	WALWORTH STREET	11205
104	HAWKINS STREET	10464
104	BEACH 216 STREET	11697
104	WILLOWBROOK ROAD	10302
104	HOUSMAN AVENUE	10303
104	DONLEY AVENUE	10305
104	WEST 70TH STREET	10023
104	LINDEN BOULEVARD	11226
104	MARTIN LUTHER KING PLACE	11206
104	WEST 129 STREET	10027
104	EDGECOMBE AVENUE	10030
104	EAST 25TH STREET	10010
104	CHARLTON ST	10014
104	LIGHTHOUSE COURT	10472
104	COVE COURT	10472
104	DOLPHIN COURT	10472
104	HORIZON LANE	10473
104	HARRISON AVENUE	11206
104	GREEN STREET	11222
104	MANHATTAN AVENUE	11206
104	JAMAICA AVE.	11207
104	GOLD ST	11201
104	HIMROD STREET	11221
104	SEIGEL STREET	11206
104	BERKELEY PLACE	11217
104	WEST END AVE	11235
104	WALNUT STREET	11375
104	WEST CASTOR PLACE	10309
104	EL CAMINO LOOP	10309
104	WILLOWBROOK ROAD	10302
104	COVINGTON CIRCLE	10312
104	KELL AVE.	10314
104	ELSON STREET	10314
104	DUTCHESS AVENUE	10304
104	WILD AVENUE	10314
104	MANOR ROAD	10310
104	BURGUNDY LOOP	10304
104	CANTON AVENUE	10312
104	WEST 40TH ST	10018
104	OTIS AVENUE	10306
104	PROSPECT PLACE	11217
104	MILTON AVENUE	10306
104	EAST 9TH ROAD	11693
104	STOCKTON STREET	11206
104	SUMMIT ST	11231
104	EAST 51 STREET	11203
104	QUINLAN AVE	10314
104 GARAGE	WILLOWBROOK ROAD	10302
104-01	OTIS AVE	11368
104-01	OTIS AVENUE	11368
104-04	ASTORIA BLVD.	11369
104-04	NORTHERN BLVD	11368
104-04	CORONA AVE	11368
